ID,Author,Publication_Date,Title,Source,Volume,Issue,Beginning_Page,Ending_Page,Site_Name,Latitude,Longitude,Start_Date,End_Date,Midpoint_Year,Order,Family,Genus,Species,Common_Name,Adult_Body_Mass_g,Longevity_d,Generation_length_d,Home_Range_km2,Litter_Size,Neonate_Body_Mass_g,Social_Group_Size,Age_Class,Harvest_Status,Monitored,Males_Monitored,Females_Monitored,Mortalities,Known_Mortalities,Total_Harvest,Legal_Harvest,Illegal_Harvest,Vehicle,Poisoning,Agriculture,Train,Fence_Entanglement,Other_Human_Causes,Management,Predation,Disease,Accident_or_Injury,Other_Natural_Causes,Starvation,Weather,Drowning,Other_Animal,Unknown,Grizzly_Bear_Predation,Black_Bear_Predation,Mountain_Lion_Predation,Bobcat_Predation,Wolf_Predation,Coyote_Predation,Wolverine_Predation,Alligator_Predation,Badger_Predation,Domestic_Dog_Predation,Fire_Ants_Predation,Golden_Eagle_Predation,Grey_Fox_Predation,Lynx_Predation,Red_Fox_Predation,Bear_spp_Predation,Eagle_spp_Predation,Felid_spp_Predation,Raptor_spp_Predation,Unknown_Predation,Number_of_Relevant_Predators,Grizzly_Bear_Present,Black_Bear_Present,Mountain_Lion_Present,Bobcat_Present,Wolf_Present,Coyote_Present,Wolverine_Present,Number_of_Ungulates,Number_of_Top_Ungulates,Moose_Present,Elk_Present,Caribou_Present,Mule_Deer_Present,Whitetail_Present,Pronghorn_Present,Bighorn_Present,Number_of_Other_Ungulates_Present,Other_Wild_Ungulates_Present,Human_Footprint_Index,Road_Density,Percent_Forest_Cover,Average_Terrain_Ruggedness
262,McNay,1995,Mortality Causes and Survival Estimates for Adult columbian Black-Tailed Deer,The Journal of Wildlife Management,59,1,138,146,McNay_A,49.0337,-124.19587,1982,1991,1987,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,105,0,105,54,48,9,9,0,0,0,0,0,0,0,0,33,0,3,0,3,0,0,0,6,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,1,NA,1,0,NA,1,1,0,0,0,1,0,0,0,0,NA,8.166062802,0.148235368,0.98596245,370.9081622
266,Monteith,2010,Population Dynamics of mule deer in the eastern Sierra Nevada: Implications of nutritional condition,"California Department of Fish and Game, Bishop California USA",0,0,1,51,Monteith_A,37.3321,-118.37252,1997,2009,2003,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,114,NA,NA,58,58,0,0,0,0,0,0,0,0,0,0,41,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,NA,1,1,NA,0,1,NA,4,4,1,1,0,1,0,0,1,0,NA,1.567811705,0.057013576,0.064263085,385.7102047
282,Ortega,2020,Effectiveness of Partial Sedation to Reduce Stress in Captured Mule Deer,Journal of Wildlife Management,84,8,1445,1456,Ortega_A,43.768105,-108.954495,2016,2020,2018,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,177,0,177,10,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,NA,1,1,NA,1,1,NA,5,5,1,0,0,1,1,1,1,0,NA,2.562078187,0.021616096,0.119274383,209.2125194
284,Pamplin,2003,Ecology of Columbian Black-Tailed Deer Fawns in Western Oregon,Thesis: Oregon State University,0,0,1,75,Pamplin_A,43.21967,-122.67906,2000,2001,2001,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,23,NA,NA,12,11,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,NA,1,1,NA,0,1,NA,3,3,0,1,0,1,1,0,0,0,NA,3.084340415,0.04722138,0.764074104,330.7687431
294,Peterson,2008,Conservation Implications of winter-feeding policies for mule deer in Utah,Thesis: Utah State University,0,0,1,190,Peterson_A,41.88069,-111.6609,2001,2005,2003,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Illegal,92,0,92,53,43,1,0,1,18,0,0,0,0,0,0,2,0,0,5,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,0,1,NA,0,1,NA,3,3,1,1,0,1,0,0,0,0,NA,6.848399847,0.239226127,0.196183933,225.4547529
296,Peterson,2018,Mortality of mule deer fawns in a natural gas development area,The Journal of Wildlife Management,82,6,1135,1148,Peterson_B,39.938058,-107.733396,2012,2014,2013,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,56,NA,NA,30,25,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,5,0,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,NA,1,1,NA,0,1,NA,6,6,1,1,0,1,1,1,1,0,NA,4.296315186,0.085088505,0.571993647,248.7170314
297,Peterson,2018,Mortality of mule deer fawns in a natural gas development area,The Journal of Wildlife Management,82,6,1135,1148,Peterson_C,39.57356,-108.32522,2012,2014,2013,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,128,NA,NA,77,64,0,0,0,1,0,0,0,0,0,0,59,0,0,0,4,0,0,0,13,0,17,9,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,NA,1,1,NA,0,1,NA,5,5,1,1,0,1,1,1,0,0,NA,4.531668153,0.056384806,0.518772301,260.6112182
301,Pojar,2004,Neonatal Mule Deer Fawn Survival in West-Central Colorado,The Journal of Wildlife Management,68,3,550,560,Pojar_A,38.621,-108.44185,1999,2001,2000,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,230,NA,NA,101,91,0,0,0,0,0,0,0,0,0,0,44,0,0,9,38,0,0,0,10,0,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,NA,1,1,NA,0,1,NA,4,4,0,1,0,1,0,1,1,0,NA,4.169933809,0.074236461,0.295338851,204.4240278
308,Quintana,2016,Survival of desert mule deer fawns in central arizona,The Southwestern Naturalist,61,2,93,100,Quintana_A,33.70704,-111.34325,2007,2008,2008,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,44,20,24,33,29,0,0,0,0,0,0,0,0,0,0,21,2,2,2,2,0,0,0,4,0,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,NA,1,1,NA,0,1,NA,5,5,0,1,0,1,1,1,1,0,NA,5.908395974,0.592563744,0.107658526,228.9895865
314,Riginos,2013,Mule Deer (Odocoileus hemionus) Movement and Habitat Use Patterns in Relation to Roadways in Northwest Wyoming,Wyoming Dept of Transportation  Report FHWA-WY-13/08F,0,0,1,72,Riginos_A,43.81637,-110.60531,2010,2012,2011,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,40,0,40,10,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,NA,1,1,NA,1,1,NA,6,6,1,1,0,1,1,1,1,0,NA,1.279806591,0.052638525,0.47214287,281.4191372
318,Robinson,2002,Cougar predation and population growth of sympatric mule deer and white-tailed deer,Canadian Journal of Zoology,80,3,556,568,Robinson_A,49.15285,-117.13694,1997,2000,1999,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,43,10,33,21,17,0,0,0,2,0,0,0,0,0,0,13,0,0,2,0,0,0,0,4,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,NA,1,1,NA,1,1,NA,6,6,1,1,1,1,1,0,1,0,NA,4.431355069,0.09367528,0.94299591,494.532727
330,Schuler,2018,Chronic wasting disease detection and mortality sources in semi-protected deer population,Wildlife Biology,2018,1,1,7,Schuler_A,43.63192,-103.41585,2003,2005,2004,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Illegal,67,NA,NA,28,22,9,9,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,1,NA,0,1,NA,5,5,0,1,0,1,1,1,1,0,NA,4.835370512,0.124708739,0.240984641,77.57036298
331,Schuyler,2019,"Effects of distribution, behavior, and climate on mule deer survival",Journal of Wildlife Management,83,1,89,99,Schuyler_A,43.456665,-120.338638,2005,2011,2008,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Illegal,456,0,456,157,73,17,0,17,0,0,0,0,0,22,0,29,0,0,5,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,NA,1,1,NA,0,1,NA,3,3,0,1,0,1,0,1,0,0,NA,2.765521628,0.027899657,0.015091853,58.01386342
354,Sorensen,2015,Ecology of adult female Rocky Mountain mule deer following habitat enhancements in north-central New Mexico,Thesis: Texas Tech University,0,0,1,179,Sorensen_A,36.77078,-104.50142,2011,2014,2013,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,48,0,48,29,27,0,0,0,1,0,0,0,0,1,0,22,0,0,2,0,0,0,0,3,0,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,1,1,NA,0,1,NA,4,4,0,1,0,1,1,1,0,0,NA,4.482122407,0.108918127,0.287542865,108.3069532
355,Speten,2015,Assessment of mule deer fawn survival and birth site attributes in south-central Oregon,Thesis: Oregon State University,0,0,1,70,Speten_A,42.86892,-121.55185,2010,2012,2011,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,113,NA,NA,74,61,2,2,0,1,0,0,0,1,0,0,52,5,0,0,0,0,0,0,13,0,6,1,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,NA,1,1,NA,1,1,NA,3,3,0,1,0,1,1,0,0,0,NA,1.453156823,0.057093814,0.573466052,102.2955219
357,Steigers,1980,Mortality and Movements of Mule Deer Fawns in Washington,The Journal of Wildlife Management,44,2,381,388,Steigers_A,46.64953,-119.54953,1977,1977,1977,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,26,NA,NA,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,1,NA,0,1,NA,3,3,0,1,0,1,1,0,0,0,NA,8.538432171,0.061716561,0.016519251,90.75224995
371,Taylor,2012,Behavior and Cause-specific mortality of mule deer fawns on the national rifle association Whittington center of North-central New Mexico,Thesis: Texas Tech University,0,0,1,91,Taylor_A,36.77717,-104.49455,2011,2012,2012,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Legal,50,28,22,38,35,0,0,0,1,0,0,0,0,0,0,33,0,0,1,0,0,0,0,3,0,19,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,1,NA,0,1,NA,4,4,0,1,0,1,1,1,0,0,NA,4.503626416,0.108679423,0.286284658,108.1348309
393,White,1987,Survival of Mule Deer in Northwest Colorado,The Journal of Wildlife Management,51,4,852,859,White_A,39.28911,-108.66734,1981,1985,1983,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Legal,72,0,72,35,23,0,0,0,0,0,0,0,0,6,0,4,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,1,1,NA,0,1,NA,3,3,0,1,0,1,0,0,1,0,NA,5.072056015,0.071560519,0.209815169,226.9912107
394,White,1987,Survival of Mule Deer in Northwest Colorado,The Journal of Wildlife Management,51,4,852,859,White_A,39.28911,-108.66734,1981,1985,1983,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Illegal,426,NA,NA,305,289,0,0,0,4,0,0,0,0,0,0,147,0,2,0,136,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3,NA,1,1,NA,0,1,NA,3,3,0,1,0,1,0,0,1,0,NA,5.072056015,0.071560519,0.209815169,226.9912107
398,Whittaker,1999,Effect of coyote predation on early fawn survival in sympatric deer species,Wildlife Society Bulletin,27,2,265,262,Whittaker_A,39.81592,-104.88282,1991,1992,1992,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Juvenile,Illegal,83,40,43,34,29,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,1,NA,3,3,0,0,0,1,1,1,0,0,NA,18.37797581,0.174248705,0.002434337,74.55535854
399,Whittaker,2001,"Population Characteristics of Sympatric Mule and White-Tailed Deer on Rocky Mountain Arsenal, Colorado",The Journal of Wildlife Management,65,4,946,952,Whittaker_A,39.81592,-104.88282,1990,1993,1992,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Illegal,25,9,16,10,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,1,NA,3,3,0,0,0,1,1,1,0,0,NA,18.37797581,0.174248705,0.002434337,74.55535854
409,Wright,2020,Comparing Survival and Movements of Non‐Urban and Urban Translocated Mule Deer,Journal of Wildlife Management,84,8,1457,1472,Wright_A,49.215619,-115.094541,2014,2018,2016,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,84561,8030,2717,1.99,1.64,3010,NA,Adult,Illegal,121,0,121,45,38,0,0,0,1,0,0,0,0,0,0,34,0,1,0,2,0,0,0,7,0,0,25,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,0,0,NA,0,1,NA,5,5,1,1,0,1,1,0,1,0,NA,2.006875477,0.024045172,0.712470379,388.8873792
15,Barnowe-Meyer,2009,Predator-specific mortality of pronghorn on yellowstone's Northern range,Western North American Naturalist,69,2,186,194,Barnowe-Meyer_A,44.75003,-110.76142,1999,2005,2002,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Illegal,28,NA,NA,17,14,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,NA,NA,NA,1,NA,1,NA,8,6,1,1,0,1,1,1,1,2,"American Bison, Mountain Goat",1.494844048,0.059186497,0.518283914,224.082388
16,Barnowe-Meyer,2009,Predator-specific mortality of pronghorn on yellowstone's Northern range,Western North American Naturalist,69,2,186,194,Barnowe-Meyer_A,44.75003,-110.76142,1999,2005,2002,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Illegal,40,0,40,22,14,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,8,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,NA,NA,NA,1,NA,1,NA,8,6,1,1,0,1,1,1,1,2,"American Bison, Mountain Goat",1.494844048,0.059186497,0.518283914,224.082388
17,Barrett,1984,"Movements, Habitat Use, and Predation on Pronghorn Fawns in Alberta",The Journal of Wildlife Management,48,2,542,550,Barrett_A,51.47621,-112.07555,1975,1976,1976,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,62,NA,NA,40,40,0,0,0,0,0,0,0,0,0,0,27,0,0,0,12,0,0,1,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,NA,NA,NA,1,NA,1,NA,3,3,0,0,0,1,1,1,0,0,NA,6.718829517,0.128591628,0.000767165,28.96066611
20,Beale,1973,Mortality of Pronghorn Antelope Fawns in Western Utah,The Journal of Wildlife Management,37,3,343,352,Beale_A,38.67334,-113.82563,1967,1974,1971,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,117,NA,NA,44,39,0,0,0,0,0,0,0,0,0,0,29,5,0,1,4,0,0,0,5,0,0,0,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,2,2,0,0,0,1,0,1,0,0,NA,2.566064155,0.073613256,0.018353301,161.4032057
24,Bender,2013,Factors influencing survival and productivity of pronghorn in a semiarid grass-woodland in east-central New Mexico,Human-Wildlife Interactions,7,2,313,324,Bender_A,34.2501,-105.4208,2006,2011,2009,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,71,32,39,37,34,6,6,0,0,0,0,0,0,0,0,1,5,0,6,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,1,NA,1,NA,3,3,0,1,0,1,0,1,0,0,NA,3.634500318,0.045208047,0.051227434,44.164601
34,Berger,2008,Recolonizing Wolves and mesopredator suppression of coyotes: impacts on pronghorn population dynamics,Ecological Applications,18,3,599,612,Berger_A,43.72085,-110.590973,2002,2004,2003,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,74,NA,NA,49,40,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,0,0,9,0,0,0,0,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,14,2,NA,NA,NA,1,NA,1,NA,6,6,1,1,0,1,1,1,1,0,NA,1.814027495,0.054866038,0.471514376,300.8296342
35,Berger,2008,Recolonizing Wolves and mesopredator suppression of coyotes: impacts on pronghorn population dynamics,Ecological Applications,18,3,599,612,Berger_B,43.699779,-110.647577,2002,2004,2003,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,51,NA,NA,47,39,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,NA,NA,NA,1,NA,1,NA,6,6,1,1,0,1,1,1,1,0,NA,2.253436864,0.05657181,0.468598486,300.4896536
50,Bright,2005,Adult and Fawn Mortality of Sonoran Pronghorn,Wildlife Society Bulletin,33,1,43,50,Bright_A,32.14951,-113.07792,1995,2002,1999,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Illegal,35,7,28,27,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,11,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,1,NA,1,NA,4,4,0,0,0,1,1,1,1,0,NA,1.997581774,0.06533852,0,70.19446747
94,deVos,2005,Habitat Use and survival of Sonoran pronghorn in years with above-average rainfall,Wildlife Society Bulletin,33,1,35,42,DeVos_A,32.12934,-113.06274,1983,1991,1987,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,19,9,10,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,4,4,0,0,0,1,1,1,1,0,NA,2.082770916,0.064481477,0,70.51382753
138,Gregg,2001,Birth Synchrony and Survival of Pronghorn Fawns,The Journal of Wildlife Management,65,1,19,24,Gregg_A,42.53196,-119.63462,1996,1997,1997,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,104,NA,NA,87,79,0,0,0,0,0,0,0,0,0,0,75,2,0,0,2,0,0,0,8,0,0,0,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0,0,20,2,NA,NA,NA,1,NA,1,NA,3,3,0,0,0,1,0,1,1,0,NA,3.011721238,0.055343961,0.01121134,95.04726524
177,Hoskinson,1980,Migration Behavior of Pronghorn in Southeastern Idaho,The Journal of Wildlife Management,44,1,132,144,Hoskinson_A,44.06822,-112.76881,1975,1977,1976,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,15,NA,NA,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,5,5,0,1,0,1,1,1,1,0,NA,3.706174411,0.05901008,0.16896728,184.3499196
178,Hoskinson,1980,Migration Behavior of Pronghorn in Southeastern Idaho,The Journal of Wildlife Management,44,1,132,144,Hoskinson_B,44.00109,-113.24397,1975,1977,1976,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,19,NA,NA,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,5,5,0,1,0,1,1,1,1,0,NA,2.533214331,0.068171009,0.131122449,278.0383237
179,Hoskinson,1980,Migration Behavior of Pronghorn in Southeastern Idaho,The Journal of Wildlife Management,44,1,132,144,Hoskinson_C,43.74568,-113.49666,1975,1977,1976,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,20,NA,NA,7,6,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,4,4,0,1,0,1,1,1,0,0,NA,2.98752387,0.071925754,0.151058944,265.7722997
191,Jacques,2007,Survival of Pronghorns in Western South Dakota,The Journal of Wildlife Management,71,3,737,743,Jacques_A,43.60431,-103.41923,2002,2005,2004,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,76,0,76,35,25,10,9,1,2,0,0,0,1,0,0,8,0,0,4,0,0,0,0,10,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,1,NA,1,NA,5,5,0,1,0,1,1,1,1,0,NA,4.895252641,0.102475941,0.225578683,74.71214594
192,Jacques,2007,Survival of Pronghorns in Western South Dakota,The Journal of Wildlife Management,71,3,737,743,Jacques_A,43.60431,-103.41923,2002,2005,2004,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,58,NA,NA,14,14,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,NA,NA,NA,1,NA,1,NA,5,5,0,1,0,1,1,1,1,0,NA,4.895252641,0.102475941,0.225578683,74.71214594
193,Jacques,2007,Survival of Pronghorns in Western South Dakota,The Journal of Wildlife Management,71,3,737,743,Jacques_B,43.074528,-103.935668,2002,2005,2004,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,58,NA,NA,22,21,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,1,NA,1,NA,4,4,0,1,0,1,1,1,0,0,NA,4.1875,0.052887462,0.018620948,46.48358941
194,Jacques,2007,Survival of Pronghorns in Western South Dakota,The Journal of Wildlife Management,71,3,737,743,Jacques_C,45.833189,-103.87115,2002,2005,2004,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Legal,26,NA,NA,9,7,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,3,3,0,0,0,1,1,1,0,0,NA,3.193482688,0.06984408,0.005085828,39.85302871
202,Jones,2020,Annual Pronghorn Survival of a Partially Migratory Population,Journal of Wildlife Management,84,6,1114,1126,Jones_A,50.0757,-108.7526,2003,2010,2007,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Illegal,180,0,180,52,36,0,0,0,0,0,0,0,0,14,0,10,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,NA,NA,NA,1,NA,1,NA,3,3,0,0,0,1,1,1,0,0,NA,2.408251624,0.063683112,0.020354771,25.89791501
212,Keller,2013,Adult Pronghorn Survival and Cause-Specific Mortality in Custer State Park,Wildlife Society Bulletin,33,1,311,322,Keller_A,43.66141,-103.39027,2005,2008,2007,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Illegal,50,26,24,23,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,7,5,0,1,0,1,1,1,1,2,American Bison,4.729044586,0.174461834,0.252857588,78.56887718
220,Kolar,2012,Survival and Cause-Specific Mortality of Pronghorn in Southwestern North Dakota,The American Midland Natrualist,167,1,164,173,Kolar_A,46.14198,-103.59843,2004,2008,2006,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Adult,Legal,134,45,89,112,92,70,70,0,6,0,0,0,1,0,0,3,1,0,0,11,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,1,NA,1,NA,4,4,0,0,0,1,1,1,1,0,NA,3.344195519,0.071926378,0.000575034,32.72205452
285,Panting,2021,Factors Influencing Survival Rates of Pronghorn Fawns in Idaho,Journal of Wildlife Management,85,1,97,108,Panting_A,44.322184,-113.571438,2015,2016,2016,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,47450,4806,1653,9.68,2,3450,12,Juvenile,Illegal,75,36,39,59,49,0,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0,0,0,10,0,2,0,0,0,35,0,0,0,0,0,4,0,0,0,0,0,0,0,6,2,NA,NA,NA,1,NA,1,NA,3,3,0,1,0,0,1,1,0,0,NA,1.995923567,0.027103851,0.165704937,316.9734298
